"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"8","8","Airbending Lesson","tla","Near Mint","English","","","2025-12-19 17:07:59.550000","8","False","False",""
"4","4","Air-Cult Elemental","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","45","False","False",""
"3","3","Airlift Chaplain","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"4","4","Airship Crash","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","171","False","False",""
"13","13","Airship Crash","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","171","False","False",""
"3","3","Airship Engine Room","tla","Near Mint","English","foil","","2025-11-21 16:39:34.243000","265","False","False",""
"4","4","Airship Engine Room","tla","Near Mint","English","","","2025-11-21 16:39:26.113000","265","False","False",""
"7","7","Airtight Alibi","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","149","False","False",""
"3","3","Ajani Fells the Godsire","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","19","False","False",""
"1","1","Ajani Steadfast","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","813","False","False",""
"1","1","Ajani Unyielding","ncc","Near Mint","English","","","2025-10-29 13:08:06.133000","324","False","False",""
"1","1","Ajani, Caller of the Pride","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","6","False","False",""
"1","1","Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"1","1","Ajani, Sleeper Agent","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","375","False","False",""
"1","1","Ajani, Strength of the Pride","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","M20-2","False","False",""
"1","1","Ajani's Chosen","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","61","False","False",""
"1","1","Ajani's Chosen","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","59","False","False",""
"2","2","Ajani's Pridemate","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","135","False","False",""
"3","3","Ajani's Pridemate","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","158","False","False",""
"1","1","Akal Pakal, First Among Equals","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","44","False","False",""
"1","1","Akal Pakal, First Among Equals","lci","Near Mint","English","foil","","2025-10-29 13:08:06.133000","44","False","False",""
"1","1","Akal Pakal, First Among Equals","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","292","False","False",""
"2","2","Akawalli, the Seething Tower","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","220","False","False",""
"1","1","Akiri, Fearless Voyager","znr","Near Mint","English","","","2025-10-29 13:08:06.133000","220","False","False",""
"3","3","Akki Ember-Keeper","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","130","False","False",""
"1","1","Akki Ember-Keeper","neo","Near Mint","English","foil","","2025-10-29 13:08:06.133000","130","False","False",""
"1","1","Akki Ronin","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","131","False","False",""
"2","2","Akki Ronin","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","319","False","False",""
"1","1","Akki Ronin","neo","Near Mint","English","foil","","2025-10-29 13:08:06.133000","131","False","False",""
"6","6","Akki Scrapchomper","mom","Near Mint","English","","","2025-12-16 13:59:13.090000","130","False","False",""
"4","4","Akki War Paint","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","132","False","False",""
"1","1","Akoum Hellkite","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","123","False","False",""
"1","1","Akoum Refuge","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"1","1","Akroan Skyguard","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","159","False","False",""
"1","1","Akroma's Will","fca","Near Mint","English","","","2025-10-29 13:08:06.133000","21","False","False",""
"1","1","Akroma's Will","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","125","False","False",""
"1","1","Akroma's Will","fca","Near Mint","English","foil","","2025-11-03 13:40:34.570000","21","False","False",""
"10","10","Al Bhed Salvagers","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"1","1","Al Bhed Salvagers","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","88","False","False",""
"7","7","Alabaster Host Intercessor","mom","Near Mint","English","","","2025-12-16 13:34:22.120000","3","False","False",""
"7","7","Alabaster Host Sanctifier","mom","Near Mint","English","","","2025-12-16 13:32:29.170000","4","False","False",""
"2","2","Alacrian Armory","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"5","5","Alacrian Jaguar","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","152","False","False",""
"1","1","Alacrian Jaguar","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","152","False","False",""
"1","1","Alandra, Sky Dreamer","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","94","False","False",""
"3","3","Alania, Divergent Storm","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","204","False","False",""
"1","1","Alania, Divergent Storm","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","204","False","False",""
"10","10","Alania's Pathmaker","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","123","False","False",""
"1","1","Alania's Pathmaker","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","123","False","False",""
"1","1","Alaundo the Seer","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","264","False","False",""
"1","1","Alaundo the Seer","clb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","264","False","False",""
"1","1","Alchemist's Apprentice","avr","Near Mint","English","","","2025-10-29 13:08:06.133000","42","False","False",""
"4","4","Alchemist's Assistant","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","71","False","False",""
"1","1","Alchemist's Gambit","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","140","False","False",""
"1","1","Alchemist's Gift","m21","Near Mint","English","","","2025-10-29 13:08:06.133000","87","False","False",""
"2","2","Alchemist's Greeting","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","393","False","False",""
"1","1","Alchemist's Greeting","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","140","False","False",""
"3","3","Alchemist's Greeting","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","140","False","False",""
"1","1","Alchemist's Refuge","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","318","False","False",""
"4","4","Alchemist's Retrieval","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","47","False","False",""
"2","2","Alchemist's Retrieval","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","47","False","False",""
"1","1","Alchemist's Talent","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","22","False","False",""
"2","2","Alela, Artful Provocateur","ncc","Near Mint","English","","","2025-10-29 13:08:06.133000","325","False","False",""
"1","1","Alela, Cunning Conqueror","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"7","7","Alesha's Legacy","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","72","False","False",""
"3","3","Alesha's Legacy","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","72","False","False",""
"1","1","Alexios, Deimos of Kosmos","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","33","False","False",""
"1","1","Alexios, Deimos of Kosmos","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","134","False","False",""
"1","1","Alhammarret's Archive","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","ORI-221","False","False",""
"1","1","Alharu, Solemn Ritualist","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","8","False","False",""
"1","1","Alibou, Ancient Witness","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","113","False","False",""
"1","1","Alien Symbiosis","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","50","False","False",""
"1","1","Aligned Heart","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","12","False","False",""
"1","1","Alisaie Leveilleur","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","9","False","False",""
"1","1","Alisaie Leveilleur","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","9","False","False",""
"1","1","Alisaie Leveilleur","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","129","False","False",""
"1","1","Alistair, the Brigadier","who","Near Mint","English","","","2025-10-29 13:08:06.133000","112","False","False",""
"1","1","All Suns' Dawn","mm2","Near Mint","English","","","2025-10-29 13:08:06.133000","138","False","False",""
"1","1","All That Glitters","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","155","False","False",""
"3","3","Alley Assailant","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","76","False","False",""
"1","1","Alley Assailant","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","76","False","False",""
"1","1","Alley Grifters","mmq","Near Mint","English","","","2025-10-29 13:08:06.133000","115","False","False",""
"1","1","Alley Strangler","j22","Near Mint","English","","","2025-10-29 13:08:06.133000","375","False","False",""
"5","5","All-Fates Scroll","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","234","False","False",""
"1","1","All-Fates Scroll","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","234","False","False",""
"5","5","All-Fates Stalker","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"3","3","Allies at Last","tla","Near Mint","English","","","2025-12-05 12:42:26.610000","164","False","False",""
"1","1","All-Out Assault","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","167","False","False",""
"2","2","Alluring Suitor // Deadly Dancer","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","141","False","False",""
"1","1","Almost Perfect","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","90","False","False",""
"2","2","Aloe Alchemist","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","152","False","False",""
"1","1","Alora, Merry Thief","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","381","False","False",""
"1","1","Alora, Merry Thief","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","55","False","False",""
"1","1","Aloy, Savior of Meridian","sld","Near Mint","English","","","2026-01-03 17:40:25.703000","2221","False","False",""
"1","1","Alpha Deathclaw","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","91","False","False",""
"1","1","Alpharael, Dreaming Acolyte","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","212","False","False",""
"4","4","Alpharael, Dreaming Acolyte","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","212","False","False",""
"1","1","Alpharael, Stonechosen","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","292","False","False",""
"1","1","Alphinaud Leveilleur","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","33","False","False",""
"1","1","Alphinaud Leveilleur","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","33","False","False",""
"1","1","Alpine Guide","mh1","Near Mint","English","","","2025-10-29 13:08:06.133000","117","False","False",""
"2","2","Alpine Moon","m19","Near Mint","English","","","2025-10-29 13:08:06.133000","128","False","False",""
"1","1","Alquist Proft, Master Sleuth","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","185","False","False",""
"4","4","Altanak, the Thrice-Called","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","166","False","False",""
"1","1","Altanak, the Thrice-Called","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","166","False","False",""
"1","1","Altar of the Goyf","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Altered Ego","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","317","False","False",""
"1","1","Amalia Benavides Aguirre","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","221","False","False",""
"1","1","Amalia Benavides Aguirre","lci","Near Mint","English","foil","","2025-10-29 13:08:06.133000","221","False","False",""
"3","3","Amazing Acrobatics","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","25","False","False",""
"1","1","Ambassador Blorpityblorpboop","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"1","1","Ambassador Blorpityblorpboop","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","254","False","False",""
"1","1","Amber Prison","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","MIR-292","False","False",""
"1","1","Ambition's Cost","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","110","False","False",""
"1","1","Ambition's Cost","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","66","False","False",""
"3","3","Ambitious Assault","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","133","False","False",""
"3","3","Ambitious Dragonborn","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","213","False","False",""
"1","1","Ambitious Farmhand // Seasoned Cathar","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","8","False","False",""
"2","2","Ambitious Farmhand // Seasoned Cathar","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","8","False","False",""
"3","3","Ambrosia Whiteheart","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","325","False","False",""
"4","4","Ambrosia Whiteheart","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","6","False","False",""
